,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Avg counts in Cre-,Avg counts in Cre+
Gm5528,1.115872641,-0.138148506,1.094684953,-0.126199329,0.899574143,NA,0.8,2
Gm553,0,0,0,0,1,NA,0,2.4
Gm5533,0,0,0,0,1,NA,0,5.8
Gm5539,0,0,0,0,1,NA,0,4.4
Gm5555,0.200660717,0.881476691,3.021311581,0.291752991,0.77047549,NA,0.2,0.4
Gm5560,0.028110203,1.126524066,3.026154283,0.372262602,0.70969734,NA,2.1,4.8
Gm5561,0.970980845,0.923113838,1.70425201,0.541653366,0.588057321,NA,1.6,5
Gm5566,0.655192031,-0.303281186,2.773419026,-0.109352818,0.912922655,NA,0.6,4.5
Gm5576,0.951315565,0.799397902,1.880297212,0.425144438,0.670731385,NA,1.1,1.4
Gm5577,0.227612841,-0.679660183,3.001844744,-0.226414169,0.820879309,NA,0,0.7
Gm5605,0.28110203,-0.996701956,2.992984548,-0.33301273,0.739124674,NA,1.6,7.3
Gm5608,0.028959053,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,3.9
Gm5611,0.626930253,-0.303686527,2.844905695,-0.106747485,0.91498931,NA,0.5,1.9
Gm5619,0.227729815,1.185111184,3.023314443,0.391990713,0.695065076,NA,0.2,0.3
Gm5620,0.444951063,-0.06051026,2.958130729,-0.020455573,0.983679952,NA,2.9,1
Gm5637,0.449085378,2.885491706,3.009492464,0.958796788,0.337661128,NA,0.6,3.7
Gm5652,1.445949086,-0.344550027,1.224966553,-0.281273008,0.778501012,NA,1,2.9
Gm5654,0.285107251,0.678669417,3.010658642,0.225422241,0.821650811,NA,0.3,0.6
Gm5673,0.408738746,0.597346828,2.678897984,0.222982298,0.823549284,NA,0.3,0.6
Gm568,0.020814813,1.126524066,3.026154283,0.372262602,0.70969734,NA,2.1,0.1
Gm5692,0,0,0,0,1,NA,3.6,0
Gm5706,0.385117242,0.045547324,2.989906369,0.015233696,0.987845739,NA,0.3,1
Gm5710,1.13473414,1.187690362,1.455272382,0.816129253,0.414426215,NA,1,1.1
Gm5711,0.17261116,0.845803102,3.022337093,0.279850684,0.779592065,NA,0.2,0.4
Gm5714,0.135430231,1.018395266,3.024208921,0.336747656,0.736307135,NA,0.2,0.3
Gm5732,0.890402405,0.610567812,1.716610657,0.355682175,0.722078595,NA,1.1,1.3
Gm5735,1.75277449,-2.715581543,2.107157957,-1.288741328,0.19748803,NA,0.4,12.8
Gm5738,0,0,0,0,1,NA,0,2.2
Gm5741,0.155187531,1.155663995,3.024778096,0.382065712,0.702412624,NA,0.1,3.7
Gm5745,0.537561123,-0.231943749,2.975652728,-0.077947183,0.937870067,NA,0.4,0.9
Gm5750,0.646963627,-0.109369824,1.964863124,-0.055662821,0.955610418,NA,0.4,1.3
Gm5759,0.208736345,0.846694904,3.020919998,0.280277169,0.779264866,NA,0.2,4.7
Gm5760,0.344887352,0.116107136,2.255895734,0.051468308,0.958952355,NA,3.2,0.8
Gm5766,0.503815507,0.954469183,2.289708845,0.416851769,0.676786833,NA,0.4,0.6
Gm5776,0.208955369,-0.573785841,3.005255586,-0.190927469,0.848582419,NA,0,0.8
Gm5777,0.288346411,-0.061825232,3.00205961,-0.020594272,0.98356931,NA,0.2,0.7
Gm5778,0.881605466,0.490714826,1.575996872,0.311367894,0.755520959,NA,0.8,1.4
Gm5786,1.462418013,0.327258579,1.950219722,0.167806004,0.866735899,NA,5.5,6
Gm5791,1.367483665,-0.480768361,1.586467216,-0.303043363,0.761856815,NA,0.5,2.5
Gm5834,0,0,0,0,1,NA,5.3,0
Gm5837,0.218616793,0.731003017,3.019834456,0.242067248,0.808728056,NA,0.2,0.5
Gm5839,0.299539799,-0.544781741,2.903324224,-0.187640683,0.851158332,NA,0.1,0.9
Gm5844,0.1416765,-0.054723883,3.021296576,-0.018112715,0.985548935,NA,0,0.5
Gm5845,0.698624675,-0.101906102,1.964093958,-0.051884535,0.958620697,NA,0.5,1.5
Gm5847,0,0,0,0,1,NA,3.8,0
Gm5854,0.261919061,1.185640751,3.023307809,0.392166735,0.694935021,NA,0.2,0.3
Gm5855,0.215278573,0.742914342,3.020093445,0.245990515,0.805689575,NA,0.2,0.5
Gm5865,0.763613243,-0.570127082,1.572773519,-0.36249789,0.71698,NA,0.5,1.8
Gm5867,0.028848966,1.126524066,3.026154283,0.372262602,0.70969734,NA,4.5,0.1
Gm5869,0.31487041,0.475198861,3.004182781,0.158179077,0.87431569,NA,0.3,0.6
Gm5870,0.520826359,-1.278724226,2.979270366,-0.429207178,0.66777246,NA,3.3,5
Gm5873,0.07282424,1.956644328,3.023953623,0.647048392,0.517600625,NA,0.2,1.9
Gm5876,0.315369414,0.47012631,3.003597669,0.156521066,0.875622315,NA,0.3,0.8
Gm5879,0.814305433,2.031222817,2.929724467,0.693315306,0.488111699,NA,0.5,2.2
Gm5881,0.657513655,-0.551565785,1.755310763,-0.314226858,0.753348746,NA,3.9,1.4
Gm5886,0,0,0,0,1,NA,8.1,0
Gm5896,0.193592165,1.362422679,3.020536764,0.451053169,0.651951229,NA,0.3,4.3
Gm5898,0.372956912,-0.640727616,2.99256502,-0.214106498,0.830464009,NA,0.1,0.9
Gm5904,0.039187325,0.837989154,3.026154276,0.276915543,0.781844958,NA,2.3,0.2
Gm5909,0.442995982,0.787822115,3.012941812,0.261479366,0.79372286,NA,0.3,0.5
Gm5910,0.258451231,1.390805466,3.020099626,0.460516419,0.645145589,NA,0.3,0.3
Gm5917,0.146769328,-0.11830382,3.019581446,-0.03917888,0.968747772,NA,0,0.5
Gm5921,1.373325746,1.041666753,1.277362657,0.815482391,0.41479624,NA,1.1,1.6
Gm5928,0.294119064,0.462505732,3.006938224,0.153812848,0.877757303,NA,0.3,0.6
Gm5962,0.560481735,-0.027779989,2.041935145,-0.013604736,0.989145326,NA,0.5,1.2
Gm5967,0.481808044,-0.993280811,2.979477973,-0.333374108,0.738851905,NA,0.2,1.4
Gm5974,0.567299171,-0.18467603,2.01997319,-0.09142499,0.927154905,NA,0.6,1.4
Gm5976,0.30531449,0.166655536,3.001640265,0.055521489,0.955723011,NA,0.3,0.8
Gm5977,0.252839611,2.804220994,3.013033118,0.930697036,0.352010303,NA,0.9,0
Gm5978,0.688021774,-0.098049482,1.670399795,-0.058698212,0.953192483,NA,0.4,1.2
Gm5981,1.814110644,-2.55231753,1.511064017,-1.689086301,0.091202893,NA,3.6,6
Gm5982,0.144795263,-0.104418574,3.01998682,-0.034575838,0.972417969,NA,0,0.5
Gm6012,1.927453588,-3.772855678,2.961929694,-1.273782995,0.202740333,NA,3.5,8
Gm6028,1.620025057,1.667181504,1.454689334,1.146073917,0.251764569,NA,2.1,1.5
Gm6032,0.09721746,1.732734015,3.024778107,0.572846653,0.566748528,NA,0.1,2.9
Gm6034,0.028110203,1.126524066,3.026154283,0.372262602,0.70969734,NA,3.7,0.1
Gm6043,0.317431764,0.114766713,2.557471301,0.044875074,0.964206885,NA,2.4,0.8
Gm6055,0.232549337,-0.7353892,3.000145607,-0.245117836,0.806365193,NA,0,1
Gm6060,1.502579188,0.278574872,1.272301518,0.218953502,0.826686269,NA,1.5,5.8
Gm6062,0.689149684,1.445927501,1.964008267,0.736212533,0.461601366,NA,0.7,0.6
Gm6068,0.233868841,1.296777697,3.021577954,0.429172345,0.667797807,NA,0.3,0.3
Gm6069,0.746384999,1.597484848,2.996670652,0.53308656,0.593973662,NA,0.4,4.1
Gm6071,0.309902331,1.5467554,3.01783188,0.512538624,0.608274096,NA,0.3,0.3
Gm6075,0.613784839,0.752950094,1.833864302,0.410581139,0.681379696,NA,0.5,0.7
Gm6112,0.236164054,0.58287641,3.022831272,0.192824659,0.84709629,NA,0.1,0.4
Gm6114,1.001623186,-0.065025402,1.567500793,-0.041483489,0.966910455,NA,0.8,4.6
Gm6129,1.386506368,-0.697936976,1.314193268,-0.531076359,0.595365866,NA,3.7,3
Gm6133,1.91016454,-1.12167394,1.073678393,-1.044701977,0.296160731,NA,3.3,4.7
Gm6139,0.280010549,1.350690594,3.014692831,0.448035893,0.654127293,NA,0.4,2.6
Gm6142,1.235531661,0.787549172,1.628247322,0.483679083,0.62861364,NA,2.3,1.7
Gm6153,0.196585292,0.752622359,3.021559692,0.249084061,0.803295758,NA,0.2,0.4
Gm6159,0.665930745,2.183758935,3.003009885,0.727190059,0.467109535,NA,1,0.4
Gm6169,0.14303834,-0.091875525,3.020356158,-0.030418772,0.975733074,NA,0,0.5
Gm6175,0.402709467,-0.258211111,2.698486688,-0.095687376,0.923768867,NA,0.2,0.9
Gm6185,1.069392059,4.331147315,2.985890072,1.450538101,0.146908522,NA,1.1,4.2
Gm6201,0.53556639,1.801249216,3.005641237,0.599289494,0.548979853,NA,1.2,4.2
Gm6211,0.50712204,3.43315168,3.00454393,1.142653181,0.253182616,NA,1.7,0
Gm6216,0.16043732,1.185110663,3.023314449,0.39199054,0.695065204,NA,0.2,3.2
Gm6218,0.494600306,0.818082382,2.897571347,0.282333818,0.777687557,NA,0.5,3
Gm6222,0.830876318,0.438013175,2.337542707,0.187381892,0.851361219,NA,0.4,0.9
Gm6230,0.726956416,-0.670790285,1.605139842,-0.417901461,0.676019164,NA,0.3,1.5
Gm6235,1.861881406,-0.343880696,1.137926387,-0.302199422,0.762500045,NA,1.7,9.4
Gm6240,0.519344414,1.091680293,2.286686724,0.47740702,0.633072317,NA,0.7,0.7
Gm6254,1.185552197,-0.624278079,2.952026103,-0.211474444,0.832517072,NA,1.5,8.1
Gm6257,0.136389653,1.475970004,3.023285367,0.488200691,0.625407696,NA,0.3,0.2
Gm6266,1.14157286,0.830613152,1.454892453,0.570910344,0.568060419,NA,5.4,4.5
Gm6274,0.286686917,-1.021780322,2.99236205,-0.341462799,0.732755206,NA,0,1
Gm6286,0.341470982,-0.08007236,3.001465755,-0.026677752,0.978716758,NA,0.2,0.8
Gm6291,0.169106303,-0.297501739,3.014242179,-0.098698685,0.921377513,NA,0,0.7
Gm6296,0.512490107,2.31721414,3.009418232,0.769987407,0.441307363,NA,1.2,3.6
Gm6298,0.396896817,-0.208002307,2.994134175,-0.069469935,0.944615563,NA,0.2,0.8
Gm6311,0.437016199,-1.155320258,2.981410217,-0.387507982,0.698380177,NA,0.1,8
Gm6317,1.469770338,-0.556231162,1.183556306,-0.469965948,0.638379346,NA,0.9,3.1
Gm6321,0.13150102,1.732734015,3.024778107,0.572846653,0.566748528,NA,3.2,0
Gm6333,0.117873316,0.211038598,3.023762117,0.069793387,0.944358111,NA,0,2.9
Gm6342,0.393967682,-0.015488023,2.203917896,-0.007027495,0.994392916,NA,0.4,1
Gm6344,0.151881309,0.58287641,3.022831272,0.192824659,0.84709629,NA,0.1,2.4
Gm6353,0.074763599,1.444198905,3.024778102,0.477456149,0.633037339,NA,2.9,2.7
Gm6363,1.749589956,1.542623222,1.739366152,0.886888146,0.375139124,NA,3.2,2
Gm6378,0.379764712,0.060229291,2.990498414,0.020140218,0.983931517,NA,0.4,0.9
Gm6382,0.342499841,1.938473865,3.016449665,0.642634249,0.520461454,NA,0.3,0.2
Gm6397,0.309026191,2.966655047,3.011372496,0.985150476,0.324550163,NA,1.1,0
Gm6426,0.768753277,0.685834506,1.520341204,0.451105649,0.651913406,NA,0.7,1.1
Gm6427,0,0,0,0,1,NA,0,1.6
Gm6428,0.233181723,-0.094648045,3.009133371,-0.031453589,0.974907804,NA,0.1,0.6
Gm6429,0.661481136,1.051298996,2.013922503,0.522015616,0.601659458,NA,0.5,0.8
Gm6433,0.471052715,0.345015905,2.321365444,0.148626278,0.881848537,NA,0.5,1
Gm6434,0.127077328,1.444198905,3.024778102,0.477456149,0.633037339,NA,3.3,0.1
Gm6436,0.60668084,1.351946098,1.996349368,0.67720917,0.49827325,NA,0.7,0.6
Gm6438,0.53345674,2.282886807,3.009710399,0.758507133,0.448147444,NA,0.8,0.3
Gm6441,0.450461339,0.474794632,2.349960706,0.202043647,0.839882602,NA,0.4,0.9
Gm6443,1.061935707,0.46441707,1.213114344,0.382830417,0.701845507,NA,5.4,1.7
Gm6444,1.181704095,0.698091889,1.50020301,0.465331615,0.641693998,NA,1.3,1.5
Gm6450,0.57911989,1.046973388,2.487639242,0.420870266,0.673849819,NA,0.4,2.8
Gm6451,0.13150102,1.732734015,3.024778107,0.572846653,0.566748528,NA,3.1,1.7
Gm6463,0.98321382,-0.118626717,1.306838637,-0.090773806,0.927672324,NA,0.8,1.8
Gm6465,0.210228542,-0.572274834,3.005306045,-0.190421483,0.848978865,NA,0,0.7
Gm6467,1.618432976,-3.518584786,2.96295956,-1.187523729,0.235021102,NA,0,5.3
Gm6474,1.321996623,3.713590875,2.981325762,1.245617276,0.212904937,NA,8.2,0.3
Gm6475,0.131953764,0.022400586,3.022317887,0.007411724,0.994086354,NA,0,0.5
Gm6477,1.505972504,-1.871106092,2.445221351,-0.765209289,0.444146929,NA,5.7,9.3
Gm6485,1.16987626,0.365251241,1.393857342,0.262043489,0.793287914,NA,0.9,1.9
Gm6496,0.633192529,-0.354907192,1.688325454,-0.210212546,0.833501788,NA,0.4,1.3
Gm6501,0.227812264,0.543228971,3.017734258,0.180012196,0.857142993,NA,0.2,3.9
Gm6517,0.651353304,-0.114783017,1.789644083,-0.064137343,0.948860867,NA,0.5,1.2
Gm6520,1.169858417,-1.075884342,1.401277289,-0.767788324,0.442612952,NA,0.6,8.4
Gm6540,0.539901359,-0.298010997,2.243878148,-0.132810686,0.894343103,NA,0.4,1.4
Gm6543,0.894913855,0.822239921,1.490593755,0.551619057,0.581209377,NA,0.7,1.2
Gm6552,1.372306918,-1.083547714,1.668937271,-0.649244122,0.516180597,NA,0.8,3.2
Gm6560,0.300438176,0.351160739,3.021020347,0.116239117,0.907463036,NA,0.1,0.5
Gm6565,0,0,0,0,1,NA,7.4,0
Gm6566,1.621570428,-3.523824426,2.818905517,-1.2500683,0.211274599,NA,0,6.6
Gm6569,0,0,0,0,1,NA,1.6,0
Gm6576,1.259227455,-0.390348434,1.253947785,-0.311295604,0.755575909,NA,3.3,7.7
Gm6581,1.364347607,-1.844479929,1.990078941,-0.92683757,0.354010875,NA,0.5,12.9
Gm6607,1.778574164,1.250472275,1.423052814,0.878725134,0.379550327,NA,2.7,2.1
Gm6610,0,0,0,0,1,NA,0,1.4
Gm6611,0.030032649,1.126524066,3.026154283,0.372262602,0.70969734,NA,3.2,0.1
Gm6621,0.808641135,2.99567859,2.573532754,1.164033597,0.244410397,NA,2.1,0.3
Gm6630,0.629466726,0.698488455,2.46618559,0.283226233,0.77700342,NA,0.6,3.3
Gm6634,0.707834184,-2.329311935,2.971103288,-0.783988879,0.433046636,NA,4.8,7.2
Gm6637,0.302421481,-1.119449671,2.990036711,-0.374393287,0.708111737,NA,0,4.4
Gm6640,0.176342964,-0.36911727,3.011935838,-0.122551505,0.902462258,NA,0,0.9
Gm6641,0.147454701,0.60937725,3.023055072,0.201576629,0.840247718,NA,0.1,0.4
Gm6658,0.762936996,3.859757059,2.996169639,1.288230482,0.197665744,NA,5.8,0
Gm6659,0.028959053,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,2.6
Gm6682,0.235002473,0.680893983,3.019630139,0.225489199,0.821598727,NA,0.2,0.5
Gm6689,0.310576154,0.977239552,3.015063534,0.324119058,0.745847899,NA,0.4,0.5
Gm6702,0.708395379,-0.201434806,1.607106755,-0.125340028,0.900254364,NA,0.6,1.6
Gm6723,0.126930604,0.600341028,3.023618054,0.19855055,0.842614339,NA,0.1,0.4
Gm6733,0.747593444,2.838737048,2.999517227,0.946397981,0.343945635,NA,0.6,6
Gm6743,0.74446421,2.07537105,2.33313874,0.889518919,0.37372426,NA,0.8,5.6
Gm6758,0.139856688,0.621893423,3.023162019,0.205709591,0.837017766,NA,0.1,0.4
Gm6767,1.919583829,0.488489283,0.943954713,0.517492287,0.604812552,NA,1.8,2.8
Gm6771,0.76913987,-0.768565622,1.885642799,-0.40758813,0.68357608,NA,2.4,1.9
Gm6787,0.740803175,1.253378583,2.977510543,0.420948495,0.673792692,NA,4.1,3.4
Gm6794,0.252636196,1.185111184,3.023314443,0.391990713,0.695065076,NA,0.2,0.3
Gm6806,1.769121106,-3.64568913,2.962422138,-1.230644709,0.218455776,NA,0,5.2
Gm6808,0.728080687,-1.429223108,1.675338251,-0.853095253,0.393606484,NA,0.2,2.1
Gm6822,0,0,0,0,1,NA,0,1.8
Gm6851,0.449409913,1.146508386,2.372806685,0.483186596,0.628963252,NA,0.7,0.6
Gm6855,1.090343947,1.615757651,1.84742057,0.87460196,0.381790521,NA,0.8,0.9
Gm6869,0.679136423,0.519489707,2.170875013,0.239299685,0.81087321,NA,0.5,0.9
Gm6872,0.200696076,-0.50637906,3.007558453,-0.168368818,0.866293138,NA,0,0.7
Gm6881,0.730485694,1.815612726,1.911640189,0.949766978,0.342230668,NA,1,0.7
Gm6887,0.625151504,0.155311894,2.446732173,0.063477276,0.949386454,NA,0.5,3.4
Gm6900,0.084625903,0.549454242,3.026154269,0.181568484,0.855921384,NA,0,3.9
Gm6913,1.601568286,-0.359154771,1.156182288,-0.310638534,0.75607543,NA,1.3,3.1
Gm6916,0.159050566,1.091039048,3.02395361,0.360798871,0.718249807,NA,0.2,0.3
Gm6919,0.722517914,-2.356124856,2.970836677,-0.793084613,0.427728527,NA,0,6.8
Gm6921,0.793990381,0.53207713,1.94591156,0.273433357,0.784520114,NA,0.5,0.9
Gm6929,0.693728234,1.606915087,2.672857157,0.601197517,0.547708438,NA,0.7,3.8
Gm6931,0.783684956,0.195506809,2.340570328,0.08352956,0.933430474,NA,0.6,6.7
Gm6944,0.394484607,-0.202440163,2.40474935,-0.084183477,0.932910555,NA,0.2,0.9
Gm6967,0.407565374,-0.272771929,2.992393155,-0.091155111,0.927369343,NA,2.4,3.1
Gm6979,0.427763315,-0.749567395,2.989868097,-0.250702496,0.802044131,NA,0.1,1
Gm6981,1.299579072,-0.600385565,1.165105163,-0.5153059,0.606339277,NA,0.8,2.8
Gm6986,0.251196375,2.059055565,3.018746827,0.682089517,0.495182349,NA,0.4,0.1
Gm6987,0.468164303,0.1716834,2.932672561,0.058541619,0.953317212,NA,0.2,0.7
Gm6997,0.370118036,2.321738547,3.01204487,0.770818048,0.440814788,NA,0.6,0.2
Gm7002,0.558905916,-0.618640403,2.23780714,-0.276449383,0.782202932,NA,0.3,4
Gm7004,0.39902896,0.607865332,3.018715872,0.201365533,0.840412764,NA,0.2,0.5
Gm7008,0.8512621,-2.59225393,2.968689762,-0.873197989,0.382555171,NA,0,6.2
Gm7045,0.156749302,-0.225078073,3.016484957,-0.07461601,0.940520235,NA,3.3,0.8
Gm7059,0.15559745,0.58287641,3.022831272,0.192824659,0.84709629,NA,0.1,0.4
Gm7091,0.813969714,-0.147993378,1.592533257,-0.092929537,0.92595954,NA,0.7,1.6
Gm7099,0.28110203,-0.996701956,2.992984548,-0.33301273,0.739124674,NA,0,1
Gm7102,1.169830667,0.581363399,2.953755842,0.196821752,0.843967029,NA,0.5,5.6
Gm7106,0.207043868,-0.0864634,3.011285399,-0.02871312,0.977093392,NA,0.1,4.7
Gm7108,0.21627052,1.48258938,3.023202724,0.490403561,0.623848358,NA,4.2,0.2
Gm7118,1.101358784,0.379172836,1.402863882,0.270284837,0.78694113,NA,1.3,1.8
Gm7128,0.191840906,0.184046073,3.017758834,0.060987668,0.951369031,NA,0.1,0.5
Gm7132,0.288504702,1.192876989,3.016866192,0.395402684,0.692545729,NA,0.3,2.3
Gm7142,0,0,0,0,1,NA,0,3.7
Gm7150,0.224292414,-0.223158582,3.006884859,-0.074215872,0.940838617,NA,0.1,0.8
Gm7153,0.463124668,-1.714654093,2.978781026,-0.575622739,0.564870208,NA,3,4.8
Gm7172,1.064096522,-1.542017226,2.958239559,-0.521261783,0.60218442,NA,0.4,6.5
Gm7180,0.58458322,-1.01614395,2.976880606,-0.341345215,0.732843713,NA,0.2,1.6
Gm7189,1.69575662,-2.159150921,2.929504017,-0.737036341,0.46110025,NA,0.4,16.7
Gm7191,0.138121178,0.53209157,3.023034406,0.17601241,0.860284193,NA,0.1,0.4
Gm7192,0.028110203,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,4.1
Gm7198,0.132034475,-0.019105064,3.021903194,-0.006322196,0.994955651,NA,0,0.5
Gm7203,0,0,0,0,1,NA,2.1,0
Gm7212,0.252189376,1.185110663,3.023314449,0.39199054,0.695065204,NA,0.2,0.3
Gm7222,1.731269,3.865326209,1.97232237,1.959784196,0.050021019,NA,3.6,0.4
Gm7239,0.03251612,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,3.9
Gm7252,1.566151639,0.615074487,2.172479201,0.283121001,0.777084083,NA,1.2,6.3
Gm7253,0.425167766,-1.592003617,2.980740688,-0.53409665,0.593274667,NA,3.2,1.5
Gm7278,1.124053857,4.067328193,2.985400307,1.362406302,0.173069696,NA,1.1,0.1
Gm7289,0.427965726,2.571502236,3.012442644,0.853626953,0.393311719,NA,5.2,4
Gm7290,1.282814675,-0.477050117,1.209839313,-0.394308659,0.693353171,NA,0.7,2.6
Gm7292,0.163000554,-0.25497918,3.015545979,-0.084554897,0.932615258,NA,0,0.7
Gm7312,0.551401714,0.626027539,2.244890614,0.278867725,0.780346338,NA,0.5,0.8
Gm7324,0.478331481,0.33552264,3.010929759,0.111434894,0.911271491,NA,0.2,0.6
Gm7337,0,0,0,0,1,NA,6.1,0
Gm7351,1.559670693,1.11813487,1.206972027,0.926396673,0.354239872,NA,2.5,1.9
Gm7370,1.484228904,-0.7172778,1.231333732,-0.582521035,0.560215777,NA,0.9,3.3
Gm7393,0.237819709,0.955970677,3.021647254,0.316374016,0.751718637,NA,0.2,0.4
Gm7413,0.385975115,2.061069515,3.011765094,0.684339399,0.493760873,NA,0.7,3.2
Gm7429,0.402459108,0.366698046,2.720509298,0.13479022,0.892777739,NA,0.4,0.8
Gm7432,0.132571617,0.867129086,3.02477809,0.286675273,0.774360972,NA,0.1,4.6
Gm7435,0.12973358,1.444198905,3.024778102,0.477456149,0.633037339,NA,0.1,7.2
Gm7436,0.737331306,1.010022264,1.944363071,0.51946176,0.603438773,NA,0.6,4.5
Gm7450,0.202713368,-0.523232806,3.006972735,-0.174006502,0.861860353,NA,0,0.7
Gm7456,0.160727796,-0.227570871,3.016405966,-0.075444378,0.939861152,NA,0,0.6
Gm7467,0,0,0,0,1,NA,0,3.6
Gm7476,0.963355444,0.678756909,1.607724449,0.422184852,0.672890097,NA,0.7,1.2
Gm7481,0.786840944,-0.747600476,1.709537717,-0.437311484,0.661885468,NA,7,4.7
Gm7482,0.350699352,1.160156261,3.013216754,0.385022504,0.700220742,NA,0.4,0.5
Gm7488,0.298091159,-0.665388257,2.993447875,-0.222281558,0.824094708,NA,0.1,0.9
Gm7501,0.343806312,0.128488982,3.004249012,0.042769085,0.965885608,NA,4.4,0.7
Gm7502,1.605333783,-1.205515393,1.264239134,-0.953550132,0.340311409,NA,0.8,4
Gm7504,1.699089712,-0.507563189,1.688188549,-0.30065551,0.763677198,NA,1.3,8.9
Gm7507,1.937993687,0.077650388,0.905386954,0.085764863,0.931653339,NA,4.6,3.2
Gm7508,0.448253461,-0.302760753,2.620533658,-0.115534007,0.908021868,NA,0.3,1
Gm7511,0,0,0,0,1,NA,0,2.1
Gm7535,0.983593975,0.851622927,1.700125644,0.500917641,0.616429086,NA,0.8,1.2
Gm7536,0.3241685,2.227008117,3.016449692,0.738287837,0.460339556,NA,0.3,6.2
Gm7541,0.153786512,2.031286019,3.019150671,0.672800479,0.501074233,NA,2.4,0.1
Gm7545,0.019593663,1.126524066,3.026154283,0.372262602,0.70969734,NA,1.5,2.9
Gm7551,0.098967125,1.732734015,3.024778107,0.572846653,0.566748528,NA,0.1,2.8
Gm7559,0,0,0,0,1,NA,4,0
Gm7572,1.052731962,-0.321193143,1.704596123,-0.18842771,0.85054138,NA,1.3,6.2
Gm7577,0.029353866,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,3.6
Gm7580,0.406021105,1.482589763,3.023202719,0.490403688,0.623848268,NA,2.4,7.6
Gm7582,0,0,0,0,1,NA,0,4
Gm7583,1.644991982,2.497149592,2.282024543,1.094269385,0.273836848,NA,2,0.8
Gm7588,0.232613059,0.530199461,3.01708841,0.175732159,0.860504369,NA,0.2,0.5
Gm7599,0.356096672,1.73502718,3.019264236,0.574652314,0.565526464,NA,0.3,0.2
Gm7609,0.04473095,1.732734015,3.024778107,0.572846653,0.566748528,NA,0.1,3.6
Gm7611,0.900363906,-0.642326687,1.581954857,-0.406033512,0.684717977,NA,3.6,2.2
Gm7614,1.507333621,-3.058342088,2.345719429,-1.303797057,0.192302786,NA,2.5,4.9
Gm7619,0.16786512,1.180007389,3.023378482,0.3902943,0.696318938,NA,0.2,2.5
Gm7621,0.608510977,1.808490858,2.450496695,0.738009915,0.460508424,NA,0.6,0.5
Gm7627,0.629749046,-0.625908867,2.41874395,-0.258774339,0.795809358,NA,0.2,1.2
Gm7633,0.494347282,-0.056476131,2.302329468,-0.024529996,0.980429858,NA,0.4,1
Gm7634,1.155457444,0.023191912,1.189998003,0.019489035,0.984450985,NA,0.7,5.8
Gm7638,1.701201537,0.261124977,1.468409786,0.17782841,0.858857735,NA,1.1,6.5
Gm7656,0.365783042,1.547257168,3.017824937,0.512706072,0.608156942,NA,0.3,0.3
Gm7657,0.154030813,0.568598658,3.022712168,0.188108767,0.850791389,NA,0.1,0.4
Gm7658,1.019997758,-0.411136715,1.445394612,-0.284445999,0.776068612,NA,0.7,2.1
Gm7665,0.744990852,0.064916709,1.799444975,0.036075962,0.971221789,NA,0.6,1.4
Gm7670,0.849614937,-0.972983232,1.332732649,-0.730066329,0.465349642,NA,0.5,2.3
Gm7688,0.187317531,1.37182628,3.020391074,0.454188298,0.649693305,NA,0.3,2.3
Gm7694,0,0,0,0,1,NA,0,4.9
Gm7709,0.439625875,-0.068469008,2.66944967,-0.02564911,0.979537215,NA,0.3,0.8
Gm7713,0.494842997,-0.155361558,2.278287151,-0.068192264,0.945632585,NA,0.3,0.9
Gm7722,1.290226452,0.415215335,1.155828716,0.359236043,0.719418515,NA,5.9,6.3
Gm7741,0.214407566,0.027425093,3.013080386,0.009102012,0.992737746,NA,0.1,0.6
Gm7763,0.548186515,0.481289116,2.024945209,0.237680068,0.812129244,NA,0.6,1
Gm7765,0.92602899,-0.650736716,1.433976511,-0.453798728,0.649973699,NA,0.7,2.5
Gm7778,0.070088974,0.837989154,3.026154276,0.276915543,0.781844958,NA,0,3.5
Gm7780,0.276702229,0.761404426,3.013040966,0.252702978,0.800497746,NA,3.9,0.5
Gm7783,0.222545123,1.771124303,3.023202742,0.585843708,0.557980549,NA,0.2,3.4
Gm7784,0.738147785,0.381997659,2.149745478,0.177694366,0.85896301,NA,0.4,1
Gm7785,0.149506804,0.58287641,3.022831272,0.192824659,0.84709629,NA,0.1,4.6
Gm7805,0.643434753,-1.770708329,2.972332749,-0.595730182,0.551355492,NA,0.1,6
Gm7816,0.436094958,1.084205613,3.014450666,0.359669383,0.71909439,NA,0.3,0.5
Gm7823,0.605045861,0.946131134,2.988776648,0.316561338,0.751576476,NA,0.4,0.7
Gm7831,1.506948315,-2.017236314,1.778572103,-1.134188662,0.256715419,NA,0.3,4.3
Gm7833,1.504891245,-0.336117802,1.186276182,-0.283338574,0.77691731,NA,1.2,10.6
Gm7847,0.654170984,1.019892931,2.17944018,0.467960966,0.639812504,NA,0.6,0.7
Gm7851,0.158650557,-0.159596672,3.018397273,-0.052874641,0.95783179,NA,0,0.5
