"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CreN"	"CreP"	"1"	"2"
"16210"	"Gm15204"	0.047686953	1.393414388	3.024981103	0.460635733	0.64505997	0	0.1	1.8	0.955537799522132	0.0433977723066084
"16211"	"Gm15216"	0.319141441	1.459062802	3.013321633	0.484204137	0.628241001	0	0.6	0.4	0.955548239223374	0.0434023273748414
"16212"	"Gm15230"	0.421167582	2.852095744	3.00977826	0.947609922	0.343328073	0	0.9	0.1	0.955551193588498	0.0434036630684034
"16213"	"Gm15247"	0.907211755	3.815902553	2.990782445	1.275887706	0.201995218	0	10.2	15.1	0.00020259025424374	1.0001505967815
"16214"	"Gm15261"	0.245124222	1.848967308	3.017643446	0.612718945	0.540062194	0	0.4	0.2	0.9555495867218	0.0434029344663558
"16215"	"Gm15262"	1.227549598	0.899429748	1.516116847	0.593245665	0.553016756	0	1.7	1.5	0.955548218742671	0.0434023169763939
"16216"	"Gm15268"	0.200455049	1.185111184	3.023314443	0.391990713	0.695065076	0	0.2	4.1	0.000201904012416099	1.00015045165008
"16217"	"Gm15271"	0.299472425	2.926467015	3.011767199	0.971677696	0.331210916	0	0.7	0	0.955551222984407	0.0434036764413088
"16218"	"Gm15285"	0.132923029	-0.036829286	3.021669959	-0.012188388	0.990275314	0	0	0.6	0.000265404369917621	1.00015567665251
"16219"	"Gm15294"	0.354811064	-0.819555151	2.988236807	-0.274260443	0.783884481	0	0.1	1.1	0.000201924976552637	1.00015037267798
"16220"	"Gm15323"	0	0	0	0	1	0	3.8	0	0.955552113635737	0.0434040827321992
"16221"	"Gm15326"	0.783458296	-2.464215682	2.969810469	-0.829755201	0.406677204	0	2.9	8.1	0.000201604788338083	1.00015040032894
"16222"	"Gm15327"	1.660757454	-2.850226818	2.960293729	-0.962818922	0.335638403	0	0.2	6	0.000201604195460003	1.00015039969584
"16223"	"Gm15333"	0.067297528	0.549454242	3.026154269	0.181568484	0.855921384	0	3.2	0.3	0.95554753634668	0.0434020122899214
"16224"	"Gm15334"	0	0	0	0	1	0	2	0	0.955548171243264	0.0434022971922516
"16225"	"Gm15335"	0.227839902	1.185110663	3.023314449	0.39199054	0.695065204	0	0.2	0.3	0.955546078205365	0.0434013617484672
"16226"	"Gm15340"	0.020814813	1.126524066	3.026154283	0.372262602	0.70969734	0	3.9	0.1	0.955550187313431	0.0434032062531382
"16227"	"Gm15342"	0.029353866	1.126524066	3.026154283	0.372262602	0.70969734	0	2.6	0.1	0.955549381930707	0.0434028420149419
"16228"	"Gm15346"	0	0	0	0	1	0	1.6	0	0.955545292931798	0.0434010145561344
"16229"	"Gm15350"	0.451632678	-1.680571905	2.979309135	-0.564081077	0.572698956	0	0	1.8	0.000201631919945211	1.00015040025008
"16230"	"Gm15379"	0	0	0	0	1	0	0	2.1	0.000201872876126996	1.00015050636694
"16231"	"Gm15385"	0	0	0	0	1	0	3.1	0	0.955551390794317	0.0434037530906082
"16232"	"Gm15390"	0.50406024	-0.273984869	2.308991749	-0.11865996	0.905544759	0	0.4	1.2	0.000204266984388635	1.00015071711935
"16233"	"Gm15400"	0.275811611	-0.403076402	2.999197738	-0.134394741	0.89309044	0	0.1	0.8	0.000202786419849832	1.00015040064581
"16234"	"Gm15409"	0.223654749	2.69058422	3.014303045	0.892605746	0.372068341	0	0.5	0	0.955551016488989	0.043403582525535
"16235"	"Gm15420"	0.106246456	0.549454242	3.026154269	0.181568484	0.855921384	0	1.6	0.3	0.955543852298581	0.0434003785114335
"16236"	"Gm15421"	1.20817346	-0.530086816	1.570990295	-0.337422082	0.735798741	0	1	2.8	0.000201723203628379	1.000150417835
"16237"	"Gm15432"	1.322442557	-0.444821181	1.232848027	-0.360807798	0.718243133	0	0.8	2.7	0.000201744655589808	1.00015042528237
"16238"	"Gm15452"	0.152589489	0.58287641	3.022831272	0.192824659	0.84709629	0	0.1	0.4	0.955534468758187	0.0433963930931341
"16239"	"Gm15454"	0.126947517	0.106726897	3.022942966	0.035305627	0.971836036	0	0	0.5	0.954883185186949	0.0436661654373233
"16240"	"Gm15455"	0	0	0	0	1	0	3.7	0	0.95555203887541	0.0434040485943512
"16241"	"Gm15457"	0	0	0	0	1	0	3.8	0	0.955552113635737	0.0434040827321992
"16242"	"Gm15460"	0	0	0	0	1	0	3.9	0	0.955552181475768	0.0434041137187936
"16243"	"Gm15466"	0.327015646	0.264929975	3.009004516	0.088045722	0.929840336	0	0.2	0.6	0.955512442316674	0.0433902060648467
"16244"	"Gm15473"	1.026913087	1.762727484	2.969012673	0.593708306	0.552707227	0	1.1	0.8	0.955549495470086	0.0434028932485381
"16245"	"Gm15482"	0	0	0	0	1	0	3	0	0.95555123737403	0.0434036832502885
"16246"	"Gm15483"	0.59762459	-1.654739191	2.156661724	-0.767268771	0.442921732	0	3.3	2	0.00020186448625642	1.00015040488889
"16247"	"Gm15484"	0.159785184	0.424402597	3.021565319	0.14045786	0.888298245	0	0.1	0.5	0.955524379045583	0.0433925870304247
"16248"	"Gm15488"	0	0	0	0	1	0	0	2.1	0.000201872876126996	1.00015050636694
"16249"	"Gm15489"	0	0	0	0	1	0	3.3	3.1	0.000202651701029344	1.0001506595922
"16250"	"Gm15492"	0.743422152	-2.397709663	2.970432804	-0.807192023	0.419555861	0	0	2.8	0.000201606309263636	1.00015039920162
"16251"	"Gm15497"	1.450868961	-0.028881299	1.510997194	-0.019114066	0.984750111	0	3.7	2.2	0.955543841073322	0.0434003742336319
"16252"	"Gm15504"	0.186529701	-0.380011107	3.011574145	-0.126183547	0.899586635	0	0	0.6	0.000203112774479208	1.00015046103129
"16253"	"Gm15515"	0.581198919	1.041097185	1.842553538	0.565029544	0.572053669	0	0.6	0.7	0.955548472600118	0.0434024314897184
"16254"	"Gm15518"	0.61550535	3.619045647	3.001218392	1.205858813	0.227871934	0	1.3	0	0.955551549119636	0.0434038249283022
"16255"	"Gm15522"	0	0	0	0	1	0	1.4	0	0.955543074072528	0.0434000397964077
"16256"	"Gm15523"	0	0	0	0	1	0	0	1.4	0.000202159556230874	1.00015052579662
"16257"	"Gm15533"	0.3932293	2.384488067	3.011421959	0.791814664	0.428468751	0	0.7	3.1	0.955544129860312	0.043400498262482
"16258"	"Gm15538"	0.201118551	0.841590244	3.020984093	0.278581488	0.780566021	0	0.2	2.2	0.954601980503592	0.0437394472460007
"16259"	"Gm15547"	0.292521197	0.908169214	3.013552927	0.301361627	0.763138752	0	0.4	0.5	0.955543201064307	0.0434000929873599
"16260"	"Gm15549"	0.810545204	-1.03525082	2.114267981	-0.489649765	0.624381755	0	3.1	2.2	0.000202297035852284	1.00015038713409
"16261"	"Gm15554"	0.323713446	2.946284276	3.011571276	0.978321283	0.327915447	0	0.9	1.9	0.955550623949527	0.0434034040588714
"16262"	"Gm15566"	0.844043223	0.756594861	2.105021564	0.359423805	0.719278069	0	0.6	4.7	0.000201698423225816	1.00015043816465
"16263"	"Gm15567"	0.227741789	-0.715456007	3.00074597	-0.23842605	0.811550665	0	0	1.1	0.000201950307642085	1.00015037123772
"16264"	"Gm15570"	0.177209333	1.179120647	3.023389629	0.389999567	0.696536867	0	0.2	0.3	0.955546012605539	0.0434013325931113
"16265"	"Gm15571"	0.132745663	0.044707409	3.022480103	0.014791631	0.988198417	0	0	0.5	0.00262122441647511	0.999377996479873
"16266"	"Gm15572"	0.07282424	1.956644328	3.023953623	0.647048392	0.517600625	0	0.2	3	0.955521866800704	0.043391865354065
"16267"	"Gm15573"	0.309026191	2.966655047	3.011372496	0.985150476	0.324550163	0	1.1	1.5	0.955550928085137	0.0434035422802723
"16268"	"Gm15575"	0.447048995	0.977463237	3.003454964	0.325446277	0.744843336	0	0.4	0.7	0.955543295055246	0.0434001340617356
"16269"	"Gm15578"	0.327816743	-0.36819222	3.00026484	-0.122719906	0.9023289	0	7.9	0.7	0.955549377055236	0.0434028404114578
"16270"	"Gm15593"	0.987098315	-1.27095011	2.040089388	-0.622987462	0.533292761	0	0.4	2.6	0.000201623339288803	1.00015040193897
"16271"	"Gm15601"	0.775323263	-2.454705634	2.969897722	-0.826528677	0.408504258	0	3.1	7.2	0.000201604917346443	1.00015040038431
"16272"	"Gm15604"	0.151129926	0.597014034	3.022950219	0.197493836	0.843441105	0	0.1	0.4	0.955534971858028	0.0433965986260307
"16273"	"Gm15614"	0.738678877	-1.263295515	2.973242127	-0.424888206	0.670918172	0	0.2	7	0.00020160329045299	1.00015039846263
"16274"	"Gm15619"	0	0	0	0	1	0	0	1.4	0.000202159556230874	1.00015052579662
"16275"	"Gm15621"	1.030818508	2.178831324	2.041343509	1.067351631	0.285813081	0	5.6	4.1	0.95555058048573	0.0434033838668616
"16276"	"Gm15624"	0.68187818	-2.280761051	2.971598755	-0.767519857	0.442772492	0	2.7	7.2	0.000201604906362451	1.00015040034634
"16277"	"Gm15632"	0	0	0	0	1	0	3.6	0	0.955551956380775	0.0434040109365813
"16278"	"Gm15634"	0	0	0	0	1	0	0	2.6	0.000201805086881945	1.00015049591092
"16279"	"Gm15653"	0.073690002	1.444198905	3.024778102	0.477456149	0.633037339	0	2.9	0.1	0.955550259278754	0.04340323885559
"16280"	"Gm15661"	0.941804818	-0.509493153	1.428385872	-0.356691537	0.721322742	0	0.5	1.9	0.000201899043949516	1.00015041573418
"16281"	"Gm15667"	0	0	0	0	1	0	0	2.4	0.000201826400021754	1.00015049976519
"16282"	"Gm15674"	0	0	0	0	1	0	7.5	3.1	0.955551093011701	0.0434036170048429
"16283"	"Gm15682"	0.236633716	1.390805466	3.020099626	0.460516419	0.645145589	0	0.3	0.3	0.955547616642925	0.0434020481376891
"16284"	"Gm15690"	0	0	0	0	1	0	0	2.3	0.00020183954594899	1.00015050185322
"16285"	"Gm15697"	0.546246707	-1.205101584	2.980525152	-0.404325252	0.685973559	0	0.1	4.9	0.000201604541642197	1.00015039878812
"16286"	"Gm15710"	0.374578469	1.434183346	3.013332151	0.475945988	0.634112858	0	0.4	0.4	0.955547856424239	0.0434021555849712
"16287"	"Gm15712"	0.13150102	1.732734015	3.024778107	0.572846653	0.566748528	0	2.4	1.5	0.955549550883372	0.0434029182341506
"16288"	"Gm15713"	0.201071194	1.956644328	3.023953623	0.647048392	0.517600625	0	3.4	8.7	0.000201760372959991	1.00015046083157
"16289"	"Gm15718"	0.344220895	0.762787833	3.004306514	0.253898139	0.799574253	0	0.4	0.6	0.955540359876263	0.0433988615745222
"16290"	"Gm15722"	0	0	0	0	1	0	1.3	0	0.9555416730193	0.0433994313626808
"16291"	"Gm15729"	0.057697932	0.837989154	3.026154276	0.276915543	0.781844958	0	0	3.5	0.000201830479868048	1.00015043469722
"16292"	"Gm15730"	0.468476452	-1.727834637	2.526991334	-0.683751707	0.494131967	0	0	1.6	0.000201631376642808	1.00015040095103
"16293"	"Gm15738"	0	0	0	0	1	0	0	3.9	0.000201735285645155	1.00015047690341
"16294"	"Gm15739"	0.874957139	4.040356429	2.992305452	1.350248661	0.176936234	0	0.9	0	0.955551610831627	0.0434038530460738
"16295"	"Gm15744"	0.080146435	1.444198905	3.024778102	0.477456149	0.633037339	0	0.1	2.6	0.955511243642208	0.0433915416809308
"16296"	"Gm15753"	1.142072414	2.109364292	1.823924377	1.15649767	0.247477652	0	1	0.7	0.95555105989686	0.0434036020354884
"16297"	"Gm15766"	0.226730431	1.445503131	3.0192788	0.478757752	0.632110975	0	0.3	0.3	0.955547897446354	0.0434021739754271
"16298"	"Gm15772"	0.49292574	2.615282953	3.009316126	0.86906222	0.3848131	0	5.4	0.2	0.955551545159598	0.0434038231271565
"16299"	"Gm15773"	0.83692996	0.045802962	1.390038068	0.032950869	0.973713768	0	0.6	1.6	0.000244485784656912	1.00015530460862
"16300"	"Gm15775"	0.505983654	-1.843454206	2.976893213	-0.619254395	0.535748783	0	1.6	4.4	0.000201605962987073	1.00015039959885
"16301"	"Gm15777"	0.176342964	-0.36911727	3.011935838	-0.122551505	0.902462258	0	0	5.3	0.000201608031969891	1.00015040005755
"16302"	"Gm15782"	0.03251612	1.126524066	3.026154283	0.372262602	0.70969734	0	0	1.7	0.955528766062818	0.0433941574800261
"16303"	"Gm15785"	0.020814813	1.126524066	3.026154283	0.372262602	0.70969734	0	0	1.8	0.955525132696602	0.0433928536062767
"16304"	"Gm15788"	1.181088591	-3.066737328	2.965301865	-1.034207466	0.301039184	0	0	4.7	0.000201604501995634	1.00015039996348
"16305"	"Gm15791"	0.920672291	-2.704980913	2.967781725	-0.91144874	0.362058983	0	0	9.1	0.000201604447161441	1.00015040004753
"16306"	"Gm15792"	0.214306721	2.65965382	3.014665085	0.882238572	0.377647807	0	0.5	0	0.955550989993902	0.0434035704812556
"16307"	"Gm15793"	1.698097922	1.167205419	2.323112951	0.502431627	0.615363937	0	7.9	5.8	0.95554879576349	0.0434025768763445
"16308"	"Gm15794"	0.286884831	1.997718869	3.015696055	0.66244039	0.507689026	0	0.4	0.2	0.955549940956151	0.0434030946611646
"16309"	"Gm15795"	0.173250008	0.351164441	3.02102035	0.116240343	0.907462064	0	0.1	0.5	0.955518861741545	0.0433909508225648
"16310"	"Gm15798"	0.676439053	-0.359535086	2.97319633	-0.120925444	0.903750089	0	2.7	5	0.00020163458729322	1.0001504054261
"16311"	"Gm15806"	0	0	0	0	1	0	4.1	0	0.955552299192263	0.0434041675066342
"16312"	"Gm15807"	0.123045439	0.10672723	3.022942968	0.035305737	0.971835948	0	3.5	0.5	0.955544237763171	0.0434005480151088
"16313"	"Gm15812"	0.299021881	-1.086147624	2.990812221	-0.363161424	0.716484303	0	0	1.1	0.000201786540215354	1.00015038950757
"16314"	"Gm15821"	0.52882761	-1.899376403	2.976124155	-0.638204693	0.523340443	0	0	1.6	0.000201633634496989	1.00015040009428
"16315"	"Gm15824"	0	0	0	0	1	0	3	0	0.95555123737403	0.0434036832502885
"16316"	"Gm15834"	1.166940419	3.465541988	2.985889997	1.160639538	0.245788519	0	4.9	0.3	0.95555165431376	0.0434038728638648
"16317"	"Gm15842"	0.071820397	1.444198905	3.024778102	0.477456149	0.633037339	0	0.1	4.2	0.000202051274376891	1.00015046663103
"16318"	"Gm15860"	0.734211291	-1.565015809	2.969704295	-0.526993819	0.598197881	0	0.2	6.1	0.000201603304503695	1.00015039850566
"16319"	"Gm15868"	0	0	0	0	1	0	3	0	0.95555123737403	0.0434036832502885
"16320"	"Gm15873"	0.357847599	3.074336982	3.010364478	1.02125075	0.307135653	0	0.8	0	0.955551317783858	0.0434037195829034
"16321"	"Gm15877"	1.074962171	-0.719608418	1.25302531	-0.574296794	0.565766978	0	0.6	2.5	0.000201668411680789	1.00015041367709
"16322"	"Gm15889"	0	0	0	0	1	0	2	0	0.955548171243264	0.0434022971922516
"16323"	"Gm15890"	0.895718683	-2.664248311	2.968101719	-0.897627024	0.369384427	0	0	2.9	0.000201605802282956	1.00015039950022
"16324"	"Gm15892"	1.119065958	2.617138781	2.981265454	0.877861707	0.380018772	0	4.4	5.5	0.955546950851682	0.0434017485169956
"16325"	"Gm15894"	0.234958202	-0.734373972	3.000176003	-0.244776963	0.806629132	0	0	0.8	0.000202068549399526	1.00015035479657
"16326"	"Gm15896"	0.773725295	-1.103308314	1.914565393	-0.576270896	0.564432092	0	0.4	2.1	0.000201650298247869	1.00015040467078
"16327"	"Gm15907"	0.230791726	-0.710602441	3.000893391	-0.236796963	0.812814308	0	3.6	0.8	0.955217573398098	0.0435838930699189
"16328"	"Gm15910"	0.141661941	0.211038275	3.023762114	0.06979328	0.944358196	0	3.1	3.4	0.000251789521058421	1.00015535172249
"16329"	"Gm15911"	0.393306062	3.170444675	3.009522831	1.053470884	0.292125232	0	1.4	0	0.955551425060004	0.0434037684234668
"16330"	"Gm15912"	1.158530481	-3.040204222	2.965463462	-1.025203737	0.305267065	0	0	5	0.000201604468813121	1.00015039996528
"16331"	"Gm15921"	0.328001391	0.398167995	3.001118309	0.132673208	0.894451832	0	0.4	0.7	0.955525069768314	0.0433928218718476
"16332"	"Gm15928"	0.536771398	3.482290937	3.003625176	1.159362681	0.246308382	0	1.2	2.4	0.95555104278938	0.0434035943367746
"16333"	"Gm15929"	0.836825934	-2.566121322	2.968910535	-0.86433097	0.387406102	0	0	2.7	0.000201606545274402	1.00015039942165
"16334"	"Gm15932"	0.459922319	-1.697412083	2.97904665	-0.569783653	0.568824444	0	0	1.4	0.000201656115356941	1.00015039988787
"16335"	"Gm15938"	0.811777691	-2.53116996	2.969212097	-0.852471928	0.393952213	0	3.4	7.5	0.000201604885707862	1.00015040038173
"16336"	"Gm15945"	0	0	0	0	1	0	0	10.1	0.000201624237822329	1.00015041289111
"16337"	"Gm15946"	0.397277252	0.849060108	2.999576094	0.283060033	0.777130818	0	0.5	0.7	0.955541867841956	0.043399512265951
"16338"	"Gm15950"	0.028959053	1.126524066	3.026154283	0.372262602	0.70969734	0	2.8	0.1	0.95554953209153	0.043402909830214
"16339"	"Gm15956"	0.125803852	1.444198905	3.024778102	0.477456149	0.633037339	0	0.1	4.3	0.000201986680272048	1.00015046518468
"16340"	"Gm15963"	0.062444438	0.549454242	3.026154269	0.181568484	0.855921384	0	0	6.8	0.000201612146827401	1.00015040181396
"16341"	"Gm15964"	0.048908103	1.393414388	3.024981103	0.460635733	0.64505997	0	3.3	0.1	0.955550355666811	0.043403282545979
"16342"	"Gm15965"	0.223654749	2.69058422	3.014303045	0.892605746	0.372068341	0	5.4	0	0.955551571372371	0.043403835069201
"16343"	"Gm15966"	0.630133674	0.924295909	2.442642793	0.378399949	0.705133506	0	0.5	0.6	0.955546791686543	0.0434016792321202
"16344"	"Gm15971"	0.964499863	4.18213596	2.98902135	1.399165637	0.161763319	0	1	0	0.955551634759781	0.0434038639506504
"16345"	"Gm15975"	0.909296134	-0.86831173	2.967784697	-0.292579085	0.769843903	0	0.3	5.7	0.000201605018369577	1.00015039898603
"16346"	"Gm15987"	0.080112651	0.837989154	3.026154276	0.276915543	0.781844958	0	0	2.4	0.00022438673589037	1.00015317065424
"16347"	"Gm15989"	0.187333313	-0.443618735	3.009514198	-0.14740543	0.88281202	0	2.6	0.9	0.954590014432929	0.0437300225212353
"16348"	"Gm16001"	0	0	0	0	1	0	0	3.2	0.00020176423836249	1.00015048630075
"16349"	"Gm16005"	0.664846191	-0.355859208	1.641116979	-0.216839636	0.828333322	0	0.5	1.5	0.000202601234497168	1.00015043293158
"16350"	"Gm16006"	0	0	0	0	1	0	0	1.9	0.000201919739827972	1.00015051129563
"16351"	"Gm16021"	0.277785547	1.296777697	3.021577954	0.429172345	0.667797807	0	0.3	0.3	0.95554708174444	0.0434018089022571
"16352"	"Gm16024"	1.907911345	1.886036645	2.931861398	0.643289839	0.520036049	0	3.5	7.5	0.000202259371720415	1.00015050513758
"16353"	"Gm16043"	0	0	0	0	1	0	1.8	0	0.955546935112876	0.0434017439956489
"16354"	"Gm16053"	0.214869064	-0.620657683	3.003715267	-0.206629999	0.83629883	0	4.8	0.9	0.955525429189644	0.0433929419964208
"16355"	"Gm16060"	0.320089996	-0.429123743	2.869428139	-0.149550267	0.881119448	0	4.2	3.2	0.000206747931531304	1.00015108032471
"16356"	"Gm16061"	1.020112783	-0.804502894	1.427153173	-0.563711667	0.572950376	0	0.7	5.6	0.000201609550067483	1.00015040181302
"16357"	"Gm16066"	0	0	0	0	1	0	2.3	0	0.955549504760791	0.0434028976771494
"16358"	"Gm16068"	1.368101038	1.753663059	2.947754432	0.594914909	0.551900351	0	3	4.2	0.955543648527913	0.0434002874839475
"16359"	"Gm16071"	0.600305753	-0.979317396	1.955428742	-0.500819782	0.616497962	0	0.3	1.7	0.000201697804171064	1.00015040546388
"16360"	"Gm16073"	0.084787275	1.444198905	3.024778102	0.477456149	0.633037339	0	0.1	2.1	0.955533175207953	0.0433958709830082
"16361"	"Gm16082"	1.281968832	1.539996107	2.017742767	0.763227173	0.445327926	0	2	1.2	0.955550564837416	0.0434033772327993
"16362"	"Gm16083"	0	0	0	0	1	0	2.4	0	0.955549847929996	0.0434030528010752
"16363"	"Gm16086"	0	0	0	0	1	0	0	2.2	0.000201854866830831	1.00015050405416
"16364"	"Gm16103"	0	0	0	0	1	0	2.2	0	0.955549116064638	0.0434027222630893
"16365"	"Gm16104"	0	0	0	0	1	0	0	2.6	0.000201805086881945	1.00015049591092
"16366"	"Gm16111"	0.343254996	1.487678052	3.018664872	0.492826503	0.622135183	0	0.3	0.3	0.955548120925106	0.0434022742529351
"16367"	"Gm16122"	0.268385699	2.834983425	3.012705057	0.941009283	0.346700102	0	0.6	0	0.955551146998732	0.0434036418731723
"16368"	"Gm16129"	0.162317711	-0.202591939	3.017197581	-0.067145731	0.946465688	0	0	0.5	0.000209376528179595	1.00015133818274
"16369"	"Gm16132"	0.626997206	-2.162039995	2.972882428	-0.727253784	0.467070504	0	1.4	8	0.000201604506047282	1.00015039999549
"16370"	"Gm16134"	0.572074196	1.624540099	2.797233555	0.580766699	0.561397701	0	0.5	0.5	0.955549221460331	0.0434027694994382
"16371"	"Gm16135"	0.780853623	-1.537392209	2.078037263	-0.73982899	0.459403766	0	0.3	2.2	0.00020162291081316	1.0001504019254
"16372"	"Gm16141"	0.140551015	-0.07502764	3.020789946	-0.024837093	0.980184905	0	0	0.5	0.000261487497716595	1.00015537616788
"16373"	"Gm16144"	0.664135405	-2.23860747	2.972042578	-0.753221871	0.451316599	0	0	2.7	0.000201607114958813	1.00015039911692
"16374"	"Gm16146"	0.187333313	-0.443618735	3.009514198	-0.14740543	0.88281202	0	0	0.9	0.000202405930024019	1.00015035296838
"16375"	"Gm16147"	0	0	0	0	1	0	0	4.2	0.000201725334716907	1.00015047304582
"16376"	"Gm16150"	0.621895992	-1.72635422	2.972866504	-0.580703579	0.561440249	0	2.9	2.6	0.000201712135788568	1.00015040110952
"16377"	"Gm16157"	0.492040449	3.38705244	3.005433025	1.126976516	0.25975241	0	4.8	0	0.955551650248485	0.0434038710110791
"16378"	"Gm16158"	1.055545822	-2.435903339	2.966008087	-0.82127333	0.411490595	0	2.7	7.7	0.00020160479213327	1.00015040030522
"16379"	"Gm16159"	0	0	0	0	1	0	0	4.8	0.000201707629050751	1.00015046532351
"16380"	"Gm16163"	0	0	0	0	1	0	0	2.5	0.000201815021852236	1.00015049778662
"16381"	"Gm16165"	0.26191787	0.52871329	3.022384835	0.174932485	0.861132685	0	0.1	3.4	0.000201757210120002	1.00015042230663
"16382"	"Gm16166"	0.830568349	1.200672766	1.78228541	0.673670311	0.500520941	0	0.6	0.8	0.955549010152684	0.0434026734777457
"16383"	"Gm16170"	0	0	0	0	1	0	0	1.6	0.000202033457910311	1.00015051930388
"16384"	"Gm16178"	0	0	0	0	1	0	3.6	1.9	0.955527282144075	0.0433937048738322
"16385"	"Gm16181"	0.908047266	-2.681001756	2.967969015	-0.903311909	0.366360378	0	1.7	2.6	0.000201618343429799	1.00015040201554
"16386"	"Gm16184"	0.158835635	1.571062866	3.021809666	0.519907949	0.603127735	0	2.5	0.2	0.955550236880188	0.0434032287021612
"16387"	"Gm16189"	0.056220406	0.837989154	3.026154276	0.276915543	0.781844958	0	3.3	0.2	0.955549006864705	0.0434026728353681
"16388"	"Gm16198"	0.302935243	0.977246711	3.013029157	0.324340277	0.74568043	0	0.4	0.5	0.955544064483246	0.0434004715750934
"16389"	"Gm16200"	1.273350627	1.079993199	1.972954262	0.547399005	0.584104639	0	1.7	5.9	0.000201789270930564	1.00015047020813
"16390"	"Gm16206"	0.09754836	0.549454242	3.026154269	0.181568484	0.855921384	0	2	0.3	0.955545082171806	0.0434009203693283
"16391"	"Gm16208"	0.424382027	-1.117009046	2.98211221	-0.374569757	0.707980469	0	0.1	4.3	0.000201605889983636	1.00015039909058
"16392"	"Gm16210"	1.014782598	0.393033805	1.590102686	0.247175109	0.804772708	0	0.6	1.3	0.955532271786808	0.0433955201972924
